id,name,category,price,stock
5432,peripherals-5432,peripherals,41.84,24
5433,storage-5433,storage,43.21,31
5434,lighting-5434,lighting,44.58,38
5435,breakroom-5435,breakroom,45.95,45
5436,furniture-5436,furniture,47.32,52
5437,stationery-5437,stationery,48.69,59
5438,peripherals-5438,peripherals,50.06,66
5439,storage-5439,storage,51.43,73
5440,lighting-5440,lighting,52.80,80
5441,breakroom-5441,breakroom,54.17,87
5442,furniture-5442,furniture,55.54,94
5443,stationery-5443,stationery,56.91,101
5444,peripherals-5444,peripherals,58.28,108
5445,storage-5445,storage,59.65,115
5446,lighting-5446,lighting,61.02,122
5447,breakroom-5447,breakroom,62.39,129
5448,furniture-5448,furniture,63.76,136
5449,stationery-5449,stationery,65.13,143
5450,peripherals-5450,peripherals,66.50,150
5451,storage-5451,storage,67.87,157
5452,lighting-5452,lighting,69.24,164
5453,breakroom-5453,breakroom,70.61,171
5454,furniture-5454,furniture,71.98,178
5455,stationery-5455,stationery,73.35,185
5456,peripherals-5456,peripherals,74.72,192
5457,storage-5457,storage,76.09,199
5458,lighting-5458,lighting,77.46,206
5459,breakroom-5459,breakroom,78.83,213
5460,furniture-5460,furniture,80.20,220
5461,stationery-5461,stationery,81.57,227
5462,peripherals-5462,peripherals,82.94,234
5463,storage-5463,storage,84.31,241
5464,lighting-5464,lighting,85.68,248
5465,breakroom-5465,breakroom,87.05,255
5466,furniture-5466,furniture,88.42,262
5467,stationery-5467,stationery,89.79,269
5468,peripherals-5468,peripherals,91.16,276
5469,storage-5469,storage,92.53,283
5470,lighting-5470,lighting,93.90,290
5471,breakroom-5471,breakroom,95.27,297
5472,furniture-5472,furniture,96.64,304
5473,stationery-5473,stationery,98.01,311
5474,peripherals-5474,peripherals,99.38,318
5475,storage-5475,storage,0.75,325
5476,lighting-5476,lighting,2.12,332
5477,breakroom-5477,breakroom,3.49,339
5478,furniture-5478,furniture,4.86,346
5479,stationery-5479,stationery,6.23,353
5480,peripherals-5480,peripherals,7.60,360
5481,storage-5481,storage,8.97,367
5482,lighting-5482,lighting,10.34,374
5483,breakroom-5483,breakroom,11.71,381
5484,furniture-5484,furniture,13.08,388
5485,stationery-5485,stationery,14.45,395
5486,peripherals-5486,peripherals,15.82,402
5487,storage-5487,storage,17.19,409
5488,lighting-5488,lighting,18.56,416
5489,breakroom-5489,breakroom,19.93,423
5490,furniture-5490,furniture,21.30,430
5491,stationery-5491,stationery,22.67,437
5492,peripherals-5492,peripherals,24.04,444
5493,storage-5493,storage,25.41,451
5494,lighting-5494,lighting,26.78,458
5495,breakroom-5495,breakroom,28.15,465
5496,furniture-5496,furniture,29.52,472
5497,stationery-5497,stationery,30.89,479
5498,peripherals-5498,peripherals,32.26,486
5499,storage-5499,storage,33.63,493
5500,lighting-5500,lighting,35.00,0
5501,breakroom-5501,breakroom,36.37,7
5502,furniture-5502,furniture,37.74,14
5503,stationery-5503,stationery,39.11,21
5504,peripherals-5504,peripherals,40.48,28
5505,storage-5505,storage,41.85,35
5506,lighting-5506,lighting,43.22,42
5507,breakroom-5507,breakroom,44.59,49
5508,furniture-5508,furniture,45.96,56
5509,stationery-5509,stationery,47.33,63
5510,peripherals-5510,peripherals,48.70,70
5511,storage-5511,storage,50.07,77
5512,lighting-5512,lighting,51.44,84
5513,breakroom-5513,breakroom,52.81,91
5514,furniture-5514,furniture,54.18,98
5515,stationery-5515,stationery,55.55,105
5516,peripherals-5516,peripherals,56.92,112
5517,storage-5517,storage,58.29,119
5518,lighting-5518,lighting,59.66,126
5519,breakroom-5519,breakroom,61.03,133
5520,furniture-5520,furniture,62.40,140
5521,stationery-5521,stationery,63.77,147
5522,peripherals-5522,peripherals,65.14,154
5523,storage-5523,storage,66.51,161
5524,lighting-5524,lighting,67.88,168
5525,breakroom-5525,breakroom,69.25,175
5526,furniture-5526,furniture,70.62,182
5527,stationery-5527,stationery,71.99,189
5528,peripherals-5528,peripherals,73.36,196
5529,storage-5529,storage,74.73,203
5530,lighting-5530,lighting,76.10,210
5531,breakroom-5531,breakroom,77.47,217
5532,furniture-5532,furniture,78.84,224
5533,stationery-5533,stationery,80.21,231
5534,peripherals-5534,peripherals,81.58,238
5535,storage-5535,storage,82.95,245
5536,lighting-5536,lighting,84.32,252
5537,breakroom-5537,breakroom,85.69,259
5538,furniture-5538,furniture,87.06,266
5539,stationery-5539,stationery,88.43,273
5540,peripherals-5540,peripherals,89.80,280
5541,storage-5541,storage,91.17,287
5542,lighting-5542,lighting,92.54,294
5543,breakroom-5543,breakroom,93.91,301
5544,furniture-5544,furniture,95.28,308
5545,stationery-5545,stationery,96.65,315
5546,peripherals-5546,peripherals,98.02,322
5547,storage-5547,storage,99.39,329
5548,lighting-5548,lighting,0.76,336
5549,breakroom-5549,breakroom,2.13,343
5550,furniture-5550,furniture,3.50,350
5551,stationery-5551,stationery,4.87,357
5552,peripherals-5552,peripherals,6.24,364
5553,storage-5553,storage,7.61,371
5554,lighting-5554,lighting,8.98,378
5555,breakroom-5555,breakroom,10.35,385
5556,furniture-5556,furniture,11.72,392
5557,stationery-5557,stationery,13.09,399
5558,peripherals-5558,peripherals,14.46,406
5559,storage-5559,storage,15.83,413
5560,lighting-5560,lighting,17.20,420
5561,breakroom-5561,breakroom,18.57,427
5562,furniture-5562,furniture,19.94,434
5563,stationery-5563,stationery,21.31,441
5564,peripherals-5564,peripherals,22.68,448
5565,storage-5565,storage,24.05,455
5566,lighting-5566,lighting,25.42,462
5567,breakroom-5567,breakroom,26.79,469
5568,furniture-5568,furniture,28.16,476
5569,stationery-5569,stationery,29.53,483
5570,peripherals-5570,peripherals,30.90,490
5571,storage-5571,storage,32.27,497
5572,lighting-5572,lighting,33.64,4
5573,breakroom-5573,breakroom,35.01,11
5574,furniture-5574,furniture,36.38,18
5575,stationery-5575,stationery,37.75,25
5576,peripherals-5576,peripherals,39.12,32
5577,storage-5577,storage,40.49,39
5578,lighting-5578,lighting,41.86,46
5579,breakroom-5579,breakroom,43.23,53
5580,furniture-5580,furniture,44.60,60
5581,stationery-5581,stationery,45.97,67
5582,peripherals-5582,peripherals,47.34,74
5583,storage-5583,storage,48.71,81
5584,lighting-5584,lighting,50.08,88
5585,breakroom-5585,breakroom,51.45,95
5586,furniture-5586,furniture,52.82,102
5587,stationery-5587,stationery,54.19,109
5588,peripherals-5588,peripherals,55.56,116
5589,storage-5589,storage,56.93,123
5590,lighting-5590,lighting,58.30,130
5591,breakroom-5591,breakroom,59.67,137
5592,furniture-5592,furniture,61.04,144
5593,stationery-5593,stationery,62.41,151
5594,peripherals-5594,peripherals,63.78,158
5595,storage-5595,storage,65.15,165
5596,lighting-5596,lighting,66.52,172
5597,breakroom-5597,breakroom,67.89,179
5598,furniture-5598,furniture,69.26,186
5599,stationery-5599,stationery,70.63,193
5600,peripherals-5600,peripherals,72.00,200
5601,storage-5601,storage,73.37,207
5602,lighting-5602,lighting,74.74,214
5603,breakroom-5603,breakroom,76.11,221
5604,furniture-5604,furniture,77.48,228
5605,stationery-5605,stationery,78.85,235
5606,peripherals-5606,peripherals,80.22,242
5607,storage-5607,storage,81.59,249
5608,lighting-5608,lighting,82.96,256
5609,breakroom-5609,breakroom,84.33,263
5610,furniture-5610,furniture,85.70,270
5611,stationery-5611,stationery,87.07,277
5612,peripherals-5612,peripherals,88.44,284
5613,storage-5613,storage,89.81,291
5614,lighting-5614,lighting,91.18,298
5615,breakroom-5615,breakroom,92.55,305
5616,furniture-5616,furniture,93.92,312
5617,stationery-5617,stationery,95.29,319
5618,peripherals-5618,peripherals,96.66,326
5619,storage-5619,storage,98.03,333
5620,lighting-5620,lighting,99.40,340
5621,breakroom-5621,breakroom,0.77,347
5622,furniture-5622,furniture,2.14,354
5623,stationery-5623,stationery,3.51,361
5624,peripherals-5624,peripherals,4.88,368
5625,storage-5625,storage,6.25,375
5626,lighting-5626,lighting,7.62,382
5627,breakroom-5627,breakroom,8.99,389
5628,furniture-5628,furniture,10.36,396
5629,stationery-5629,stationery,11.73,403
5630,peripherals-5630,peripherals,13.10,410
5631,storage-5631,storage,14.47,417
5632,lighting-5632,lighting,15.84,424
5633,breakroom-5633,breakroom,17.21,431
5634,furniture-5634,furniture,18.58,438
5635,stationery-5635,stationery,19.95,445
5636,peripherals-5636,peripherals,21.32,452
5637,storage-5637,storage,22.69,459
5638,lighting-5638,lighting,24.06,466
5639,breakroom-5639,breakroom,25.43,473
5640,furniture-5640,furniture,26.80,480
5641,stationery-5641,stationery,28.17,487
5642,peripherals-5642,peripherals,29.54,494
5643,storage-5643,storage,30.91,1
5644,lighting-5644,lighting,32.28,8
5645,breakroom-5645,breakroom,33.65,15
5646,furniture-5646,furniture,35.02,22
5647,stationery-5647,stationery,36.39,29
5648,peripherals-5648,peripherals,37.76,36
5649,storage-5649,storage,39.13,43
5650,lighting-5650,lighting,40.50,50
5651,breakroom-5651,breakroom,41.87,57
5652,furniture-5652,furniture,43.24,64
5653,stationery-5653,stationery,44.61,71
5654,peripherals-5654,peripherals,45.98,78
5655,storage-5655,storage,47.35,85
5656,lighting-5656,lighting,48.72,92
5657,breakroom-5657,breakroom,50.09,99
5658,furniture-5658,furniture,51.46,106
5659,stationery-5659,stationery,52.83,113
5660,peripherals-5660,peripherals,54.20,120
5661,storage-5661,storage,55.57,127
5662,lighting-5662,lighting,56.94,134
5663,breakroom-5663,breakroom,58.31,141
5664,furniture-5664,furniture,59.68,148
5665,stationery-5665,stationery,61.05,155
5666,peripherals-5666,peripherals,62.42,162
5667,storage-5667,storage,63.79,169
5668,lighting-5668,lighting,65.16,176
5669,breakroom-5669,breakroom,66.53,183
5670,furniture-5670,furniture,67.90,190
5671,stationery-5671,stationery,69.27,197
5672,peripherals-5672,peripherals,70.64,204
5673,storage-5673,storage,72.01,211
5674,lighting-5674,lighting,73.38,218
5675,breakroom-5675,breakroom,74.75,225
5676,furniture-5676,furniture,76.12,232
5677,stationery-5677,stationery,77.49,239
5678,peripherals-5678,peripherals,78.86,246
5679,storage-5679,storage,80.23,253
5680,lighting-5680,lighting,81.60,260
5681,breakroom-5681,breakroom,82.97,267
5682,furniture-5682,furniture,84.34,274
5683,stationery-5683,stationery,85.71,281
5684,peripherals-5684,peripherals,87.08,288
5685,storage-5685,storage,88.45,295
5686,lighting-5686,lighting,89.82,302
5687,breakroom-5687,breakroom,91.19,309
5688,furniture-5688,furniture,92.56,316
5689,stationery-5689,stationery,93.93,323
5690,peripherals-5690,peripherals,95.30,330
5691,storage-5691,storage,96.67,337
5692,lighting-5692,lighting,98.04,344
5693,breakroom-5693,breakroom,99.41,351
5694,furniture-5694,furniture,0.78,358
5695,stationery-5695,stationery,2.15,365
5696,peripherals-5696,peripherals,3.52,372
5697,storage-5697,storage,4.89,379
5698,lighting-5698,lighting,6.26,386
5699,breakroom-5699,breakroom,7.63,393
5700,furniture-5700,furniture,9.00,400
5701,stationery-5701,stationery,10.37,407
5702,peripherals-5702,peripherals,11.74,414
5703,storage-5703,storage,13.11,421
5704,lighting-5704,lighting,14.48,428
5705,breakroom-5705,breakroom,15.85,435
5706,furniture-5706,furniture,17.22,442
5707,stationery-5707,stationery,18.59,449
5708,peripherals-5708,peripherals,19.96,456
5709,storage-5709,storage,21.33,463
5710,lighting-5710,lighting,22.70,470
5711,breakroom-5711,breakroom,24.07,477
5712,furniture-5712,furniture,25.44,484
5713,stationery-5713,stationery,26.81,491
5714,peripherals-5714,peripherals,28.18,498
5715,storage-5715,storage,29.55,5
5716,lighting-5716,lighting,30.92,12
5717,breakroom-5717,breakroom,32.29,19
5718,furniture-5718,furniture,33.66,26
5719,stationery-5719,stationery,35.03,33
5720,peripherals-5720,peripherals,36.40,40
5721,storage-5721,storage,37.77,47
5722,lighting-5722,lighting,39.14,54
5723,breakroom-5723,breakroom,40.51,61
5724,furniture-5724,furniture,41.88,68
5725,stationery-5725,stationery,43.25,75
5726,peripherals-5726,peripherals,44.62,82
5727,storage-5727,storage,45.99,89
5728,lighting-5728,lighting,47.36,96
5729,breakroom-5729,breakroom,48.73,103
5730,furniture-5730,furniture,50.10,110
5731,stationery-5731,stationery,51.47,117
5732,peripherals-5732,peripherals,52.84,124
5733,storage-5733,storage,54.21,131
5734,lighting-5734,lighting,55.58,138
5735,breakroom-5735,breakroom,56.95,145
5736,furniture-5736,furniture,58.32,152
5737,stationery-5737,stationery,59.69,159
5738,peripherals-5738,peripherals,61.06,166
5739,storage-5739,storage,62.43,173
5740,lighting-5740,lighting,63.80,180
5741,breakroom-5741,breakroom,65.17,187
5742,furniture-5742,furniture,66.54,194
5743,stationery-5743,stationery,67.91,201
5744,peripherals-5744,peripherals,69.28,208
5745,storage-5745,storage,70.65,215
5746,lighting-5746,lighting,72.02,222
5747,breakroom-5747,breakroom,73.39,229
5748,furniture-5748,furniture,74.76,236
5749,stationery-5749,stationery,76.13,243
5750,peripherals-5750,peripherals,77.50,250
5751,storage-5751,storage,78.87,257
5752,lighting-5752,lighting,80.24,264
5753,breakroom-5753,breakroom,81.61,271
5754,furniture-5754,furniture,82.98,278
5755,stationery-5755,stationery,84.35,285
5756,peripherals-5756,peripherals,85.72,292
5757,storage-5757,storage,87.09,299
5758,lighting-5758,lighting,88.46,306
5759,breakroom-5759,breakroom,89.83,313
5760,furniture-5760,furniture,91.20,320
5761,stationery-5761,stationery,92.57,327
5762,peripherals-5762,peripherals,93.94,334
5763,storage-5763,storage,95.31,341
5764,lighting-5764,lighting,96.68,348
5765,breakroom-5765,breakroom,98.05,355
5766,furniture-5766,furniture,99.42,362
5767,stationery-5767,stationery,0.79,369
5768,peripherals-5768,peripherals,2.16,376
5769,storage-5769,storage,3.53,383
5770,lighting-5770,lighting,4.90,390
5771,breakroom-5771,breakroom,6.27,397
5772,furniture-5772,furniture,7.64,404
5773,stationery-5773,stationery,9.01,411
5774,peripherals-5774,peripherals,10.38,418
5775,storage-5775,storage,11.75,425
5776,lighting-5776,lighting,13.12,432
5777,breakroom-5777,breakroom,14.49,439
5778,furniture-5778,furniture,15.86,446
5779,stationery-5779,stationery,17.23,453
5780,peripherals-5780,peripherals,18.60,460
5781,storage-5781,storage,19.97,467
5782,lighting-5782,lighting,21.34,474
5783,breakroom-5783,breakroom,22.71,481
5784,furniture-5784,furniture,24.08,488
5785,stationery-5785,stationery,25.45,495
5786,peripherals-5786,peripherals,26.82,2
5787,storage-5787,storage,28.19,9
5788,lighting-5788,lighting,29.56,16
5789,breakroom-5789,breakroom,30.93,23
5790,furniture-5790,furniture,32.30,30
5791,stationery-5791,stationery,33.67,37
5792,peripherals-5792,peripherals,35.04,44
5793,storage-5793,storage,36.41,51
5794,lighting-5794,lighting,37.78,58
5795,breakroom-5795,breakroom,39.15,65
5796,furniture-5796,furniture,40.52,72
5797,stationery-5797,stationery,41.89,79
5798,peripherals-5798,peripherals,43.26,86
5799,storage-5799,storage,44.63,93
5800,lighting-5800,lighting,46.00,100
5801,breakroom-5801,breakroom,47.37,107
5802,furniture-5802,furniture,48.74,114
5803,stationery-5803,stationery,50.11,121
5804,peripherals-5804,peripherals,51.48,128
5805,storage-5805,storage,52.85,135
5806,lighting-5806,lighting,54.22,142
5807,breakroom-5807,breakroom,55.59,149
5808,furniture-5808,furniture,56.96,156
5809,stationery-5809,stationery,58.33,163
5810,peripherals-5810,peripherals,59.70,170
5811,storage-5811,storage,61.07,177
5812,lighting-5812,lighting,62.44,184
5813,breakroom-5813,breakroom,63.81,191
5814,furniture-5814,furniture,65.18,198
5815,stationery-5815,stationery,66.55,205
5816,peripherals-5816,peripherals,67.92,212
5817,storage-5817,storage,69.29,219
5818,lighting-5818,lighting,70.66,226
5819,breakroom-5819,breakroom,72.03,233
5820,furniture-5820,furniture,73.40,240
5821,stationery-5821,stationery,74.77,247
5822,peripherals-5822,peripherals,76.14,254
5823,storage-5823,storage,77.51,261
5824,lighting-5824,lighting,78.88,268
5825,breakroom-5825,breakroom,80.25,275
5826,furniture-5826,furniture,81.62,282
5827,stationery-5827,stationery,82.99,289
5828,peripherals-5828,peripherals,84.36,296
5829,storage-5829,storage,85.73,303
5830,lighting-5830,lighting,87.10,310
5831,breakroom-5831,breakroom,88.47,317
5832,furniture-5832,furniture,89.84,324
5833,stationery-5833,stationery,91.21,331
5834,peripherals-5834,peripherals,92.58,338
5835,storage-5835,storage,93.95,345
5836,lighting-5836,lighting,95.32,352
5837,breakroom-5837,breakroom,96.69,359
5838,furniture-5838,furniture,98.06,366
5839,stationery-5839,stationery,99.43,373
5840,peripherals-5840,peripherals,0.80,380
5841,storage-5841,storage,2.17,387
5842,lighting-5842,lighting,3.54,394
5843,breakroom-5843,breakroom,4.91,401
5844,furniture-5844,furniture,6.28,408
5845,stationery-5845,stationery,7.65,415
5846,peripherals-5846,peripherals,9.02,422
5847,storage-5847,storage,10.39,429
5848,lighting-5848,lighting,11.76,436
5849,breakroom-5849,breakroom,13.13,443
5850,furniture-5850,furniture,14.50,450
5851,stationery-5851,stationery,15.87,457
5852,peripherals-5852,peripherals,17.24,464
5853,storage-5853,storage,18.61,471
5854,lighting-5854,lighting,19.98,478
5855,breakroom-5855,breakroom,21.35,485
5856,furniture-5856,furniture,22.72,492
5857,stationery-5857,stationery,24.09,499
5858,peripherals-5858,peripherals,25.46,6
5859,storage-5859,storage,26.83,13
5860,lighting-5860,lighting,28.20,20
5861,breakroom-5861,breakroom,29.57,27
5862,furniture-5862,furniture,30.94,34
5863,stationery-5863,stationery,32.31,41
5864,peripherals-5864,peripherals,33.68,48
5865,storage-5865,storage,35.05,55
5866,lighting-5866,lighting,36.42,62
5867,breakroom-5867,breakroom,37.79,69
5868,furniture-5868,furniture,39.16,76
5869,stationery-5869,stationery,40.53,83
5870,peripherals-5870,peripherals,41.90,90
5871,storage-5871,storage,43.27,97
5872,lighting-5872,lighting,44.64,104
5873,breakroom-5873,breakroom,46.01,111
5874,furniture-5874,furniture,47.38,118
5875,stationery-5875,stationery,48.75,125
5876,peripherals-5876,peripherals,50.12,132
5877,storage-5877,storage,51.49,139
5878,lighting-5878,lighting,52.86,146
5879,breakroom-5879,breakroom,54.23,153
5880,furniture-5880,furniture,55.60,160
5881,stationery-5881,stationery,56.97,167
5882,peripherals-5882,peripherals,58.34,174
5883,storage-5883,storage,59.71,181
5884,lighting-5884,lighting,61.08,188
5885,breakroom-5885,breakroom,62.45,195
5886,furniture-5886,furniture,63.82,202
5887,stationery-5887,stationery,65.19,209
5888,peripherals-5888,peripherals,66.56,216
5889,storage-5889,storage,67.93,223
5890,lighting-5890,lighting,69.30,230
5891,breakroom-5891,breakroom,70.67,237
5892,furniture-5892,furniture,72.04,244
5893,stationery-5893,stationery,73.41,251
5894,peripherals-5894,peripherals,74.78,258
5895,storage-5895,storage,76.15,265
5896,lighting-5896,lighting,77.52,272
5897,breakroom-5897,breakroom,78.89,279
5898,furniture-5898,furniture,80.26,286
5899,stationery-5899,stationery,81.63,293
5900,peripherals-5900,peripherals,83.00,300
5901,storage-5901,storage,84.37,307
5902,lighting-5902,lighting,85.74,314
5903,breakroom-5903,breakroom,87.11,321
5904,furniture-5904,furniture,88.48,328
5905,stationery-5905,stationery,89.85,335
5906,peripherals-5906,peripherals,91.22,342
5907,storage-5907,storage,92.59,349
5908,lighting-5908,lighting,93.96,356
5909,breakroom-5909,breakroom,95.33,363
5910,furniture-5910,furniture,96.70,370
5911,stationery-5911,stationery,98.07,377
5912,peripherals-5912,peripherals,99.44,384
5913,storage-5913,storage,0.81,391
5914,lighting-5914,lighting,2.18,398
5915,breakroom-5915,breakroom,3.55,405
5916,furniture-5916,furniture,4.92,412
5917,stationery-5917,stationery,6.29,419
5918,peripherals-5918,peripherals,7.66,426
5919,storage-5919,storage,9.03,433
5920,lighting-5920,lighting,10.40,440
5921,breakroom-5921,breakroom,11.77,447
5922,furniture-5922,furniture,13.14,454
5923,stationery-5923,stationery,14.51,461
5924,peripherals-5924,peripherals,15.88,468
5925,storage-5925,storage,17.25,475
5926,lighting-5926,lighting,18.62,482
5927,breakroom-5927,breakroom,19.99,489
5928,furniture-5928,furniture,21.36,496
5929,stationery-5929,stationery,22.73,3
5930,peripherals-5930,peripherals,24.10,10
5931,storage-5931,storage,25.47,17
5932,lighting-5932,lighting,26.84,24
5933,breakroom-5933,breakroom,28.21,31
5934,furniture-5934,furniture,29.58,38
5935,stationery-5935,stationery,30.95,45
5936,peripherals-5936,peripherals,32.32,52
5937,storage-5937,storage,33.69,59
5938,lighting-5938,lighting,35.06,66
5939,breakroom-5939,breakroom,36.43,73
5940,furniture-5940,furniture,37.80,80
5941,stationery-5941,stationery,39.17,87
5942,peripherals-5942,peripherals,40.54,94
5943,storage-5943,storage,41.91,101
5944,lighting-5944,lighting,43.28,108
5945,breakroom-5945,breakroom,44.65,115
5946,furniture-5946,furniture,46.02,122
5947,stationery-5947,stationery,47.39,129
5948,peripherals-5948,peripherals,48.76,136
5949,storage-5949,storage,50.13,143
5950,lighting-5950,lighting,51.50,150
5951,breakroom-5951,breakroom,52.87,157
5952,furniture-5952,furniture,54.24,164
5953,stationery-5953,stationery,55.61,171
5954,peripherals-5954,peripherals,56.98,178
5955,storage-5955,storage,58.35,185
5956,lighting-5956,lighting,59.72,192
5957,breakroom-5957,breakroom,61.09,199
5958,furniture-5958,furniture,62.46,206
5959,stationery-5959,stationery,63.83,213
5960,peripherals-5960,peripherals,65.20,220
5961,storage-5961,storage,66.57,227
5962,lighting-5962,lighting,67.94,234
5963,breakroom-5963,breakroom,69.31,241
5964,furniture-5964,furniture,70.68,248
5965,stationery-5965,stationery,72.05,255
5966,peripherals-5966,peripherals,73.42,262
5967,storage-5967,storage,74.79,269
5968,lighting-5968,lighting,76.16,276
5969,breakroom-5969,breakroom,77.53,283
5970,furniture-5970,furniture,78.90,290
5971,stationery-5971,stationery,80.27,297
5972,peripherals-5972,peripherals,81.64,304
5973,storage-5973,storage,83.01,311
5974,lighting-5974,lighting,84.38,318
5975,breakroom-5975,breakroom,85.75,325
5976,furniture-5976,furniture,87.12,332
5977,stationery-5977,stationery,88.49,339
5978,peripherals-5978,peripherals,89.86,346
5979,storage-5979,storage,91.23,353
5980,lighting-5980,lighting,92.60,360
5981,breakroom-5981,breakroom,93.97,367
5982,furniture-5982,furniture,95.34,374
5983,stationery-5983,stationery,96.71,381
5984,peripherals-5984,peripherals,98.08,388
5985,storage-5985,storage,99.45,395
5986,lighting-5986,lighting,0.82,402
5987,breakroom-5987,breakroom,2.19,409
5988,furniture-5988,furniture,3.56,416
5989,stationery-5989,stationery,4.93,423
5990,peripherals-5990,peripherals,6.30,430
5991,storage-5991,storage,7.67,437
5992,lighting-5992,lighting,9.04,444
5993,breakroom-5993,breakroom,10.41,451
5994,furniture-5994,furniture,11.78,458
5995,stationery-5995,stationery,13.15,465
5996,peripherals-5996,peripherals,14.52,472
5997,storage-5997,storage,15.89,479
5998,lighting-5998,lighting,17.26,486
5999,breakroom-5999,breakroom,18.63,493
6000,furniture-6000,furniture,20.00,0
6001,stationery-6001,stationery,21.37,7
6002,peripherals-6002,peripherals,22.74,14
6003,storage-6003,storage,24.11,21
6004,lighting-6004,lighting,25.48,28
6005,breakroom-6005,breakroom,26.85,35
6006,furniture-6006,furniture,28.22,42
6007,stationery-6007,stationery,29.59,49
6008,peripherals-6008,peripherals,30.96,56
6009,storage-6009,storage,32.33,63
6010,lighting-6010,lighting,33.70,70
6011,breakroom-6011,breakroom,35.07,77
6012,furniture-6012,furniture,36.44,84
6013,stationery-6013,stationery,37.81,91
6014,peripherals-6014,peripherals,39.18,98
6015,storage-6015,storage,40.55,105
6016,lighting-6016,lighting,41.92,112
6017,breakroom-6017,breakroom,43.29,119
6018,furniture-6018,furniture,44.66,126
6019,stationery-6019,stationery,46.03,133
6020,peripherals-6020,peripherals,47.40,140
6021,storage-6021,storage,48.77,147
6022,lighting-6022,lighting,50.14,154
6023,breakroom-6023,breakroom,51.51,161
6024,furniture-6024,furniture,52.88,168
6025,stationery-6025,stationery,54.25,175
6026,peripherals-6026,peripherals,55.62,182
6027,storage-6027,storage,56.99,189
6028,lighting-6028,lighting,58.36,196
6029,breakroom-6029,breakroom,59.73,203
6030,furniture-6030,furniture,61.10,210
6031,stationery-6031,stationery,62.47,217
6032,peripherals-6032,peripherals,63.84,224
6033,storage-6033,storage,65.21,231
6034,lighting-6034,lighting,66.58,238
6035,breakroom-6035,breakroom,67.95,245
6036,furniture-6036,furniture,69.32,252
6037,stationery-6037,stationery,70.69,259
6038,peripherals-6038,peripherals,72.06,266
6039,storage-6039,storage,73.43,273
6040,lighting-6040,lighting,74.80,280
6041,breakroom-6041,breakroom,76.17,287
6042,furniture-6042,furniture,77.54,294
6043,stationery-6043,stationery,78.91,301
6044,peripherals-6044,peripherals,80.28,308
6045,storage-6045,storage,81.65,315
6046,lighting-6046,lighting,83.02,322
6047,breakroom-6047,breakroom,84.39,329
6048,furniture-6048,furniture,85.76,336
6049,stationery-6049,stationery,87.13,343
6050,peripherals-6050,peripherals,88.50,350
6051,storage-6051,storage,89.87,357
6052,lighting-6052,lighting,91.24,364
6053,breakroom-6053,breakroom,92.61,371
6054,furniture-6054,furniture,93.98,378
6055,stationery-6055,stationery,95.35,385
6056,peripherals-6056,peripherals,96.72,392
6057,storage-6057,storage,98.09,399
6058,lighting-6058,lighting,99.46,406
6059,breakroom-6059,breakroom,0.83,413
6060,furniture-6060,furniture,2.20,420
6061,stationery-6061,stationery,3.57,427
6062,peripherals-6062,peripherals,4.94,434
6063,storage-6063,storage,6.31,441
6064,lighting-6064,lighting,7.68,448
6065,breakroom-6065,breakroom,9.05,455
6066,furniture-6066,furniture,10.42,462
6067,stationery-6067,stationery,11.79,469
6068,peripherals-6068,peripherals,13.16,476
6069,storage-6069,storage,14.53,483
6070,lighting-6070,lighting,15.90,490
6071,breakroom-6071,breakroom,17.27,497
6072,furniture-6072,furniture,18.64,4
6073,stationery-6073,stationery,20.01,11
6074,peripherals-6074,peripherals,21.38,18
6075,storage-6075,storage,22.75,25
6076,lighting-6076,lighting,24.12,32
6077,breakroom-6077,breakroom,25.49,39
6078,furniture-6078,furniture,26.86,46
6079,stationery-6079,stationery,28.23,53
6080,peripherals-6080,peripherals,29.60,60
6081,storage-6081,storage,30.97,67
6082,lighting-6082,lighting,32.34,74
6083,breakroom-6083,breakroom,33.71,81
6084,furniture-6084,furniture,35.08,88
6085,stationery-6085,stationery,36.45,95
6086,peripherals-6086,peripherals,37.82,102
6087,storage-6087,storage,39.19,109
6088,lighting-6088,lighting,40.56,116
6089,breakroom-6089,breakroom,41.93,123
6090,furniture-6090,furniture,43.30,130
6091,stationery-6091,stationery,44.67,137
6092,peripherals-6092,peripherals,46.04,144
6093,storage-6093,storage,47.41,151
6094,lighting-6094,lighting,48.78,158
6095,breakroom-6095,breakroom,50.15,165
6096,furniture-6096,furniture,51.52,172
6097,stationery-6097,stationery,52.89,179
6098,peripherals-6098,peripherals,54.26,186
6099,storage-6099,storage,55.63,193
6100,lighting-6100,lighting,57.00,200
6101,breakroom-6101,breakroom,58.37,207
6102,furniture-6102,furniture,59.74,214
6103,stationery-6103,stationery,61.11,221
6104,peripherals-6104,peripherals,62.48,228
6105,storage-6105,storage,63.85,235
6106,lighting-6106,lighting,65.22,242
6107,breakroom-6107,breakroom,66.59,249
6108,furniture-6108,furniture,67.96,256
6109,stationery-6109,stationery,69.33,263
6110,peripherals-6110,peripherals,70.70,270
6111,storage-6111,storage,72.07,277
6112,lighting-6112,lighting,73.44,284
6113,breakroom-6113,breakroom,74.81,291
6114,furniture-6114,furniture,76.18,298
6115,stationery-6115,stationery,77.55,305
6116,peripherals-6116,peripherals,78.92,312
6117,storage-6117,storage,80.29,319
6118,lighting-6118,lighting,81.66,326
